datestop,arstmade,frisked,searched,addrnum,stname,stinter,crossst
4112015,N,Y,N,307,EAST 105 STREET,1 AVENUE,2 AVENUE
4112015,N,Y,N,307,EAST 105 STREET,1 AVENUE,2 AVENUE
4122015,N,Y,N, , ,5 AVENUE,WEST 115 STREET
4122015,N,N,N, , ,AVENUE OF THE AMERICAS,WEST 34 STREET
4122015,N,Y,N, , ,AVENUE OF THE AMERICAS,WEST 34 STREET
4122015,N,N,N,175,EAST 112 STREET,3 AVENUE,LEXINGTON AVENUE
4132015,N,N,N,159-48,HARLEM RIVER DRIVE,HARLEM RIVER DRIVEWAY,DOUGLASS BOULEVARD
4132015,N,N,N,159-48,HARLEM RIVER DRIVE,HARLEM RIVER DRIVEWAY,DOUGLASS BOULEVARD
4142015,N,Y,N,427,WEST 17 STREET,FULTON HOUSES WEST,9 AVENUE
4142015,N,Y,N,427,WEST 17 STREET,FULTON HOUSES WEST,9 AVENUE
4142015,N,Y,N,131,SAINT NICHOLAS AVENUE,WEST 117 STREET,WEST 116 STREET
4142015,N,Y,N,131,SAINT NICHOLAS AVENUE,WEST 117 STREET,WEST 116 STREET
4142015,N,Y,N,1447,SAINT NICHOLAS AVENUE,WEST 183 STREET,WEST 182 STREET
4152015,N,N,N, , ,GREENWICH STREET,BATTERY PLACE
4162015,Y,Y,Y,1883,3 AVENUE,EAST 105 STREET,EAST 104 STREET
4172015,Y,Y,Y, , ,3 AVENUE,EAST 19 STREET
4172015,Y,Y,N, , ,3 AVENUE,EAST 19 STREET
4172015,N,N,N,555,EDGECOMBE AVENUE,WEST 160 STREET,WEST 159 STREET
4182015,Y,Y,N, , ,BROADWAY,WEST 207 STREET
4182015,N,Y,N, , ,STATE STREET,BATTERY PARK
4192015,N,N,N, ,WEST 90 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE
4192015,N,Y,N, , ,AUDUBON AVENUE,WEST 188 STREET
4192015,N,Y,N, , ,AUDUBON AVENUE,WEST 188 STREET
4202015,Y,Y,Y, , ,BRIDGE STREET,WHITEHALL STREET
4202015,N,N,N,2345,BROADWAY,WEST 86 STREET,WEST 85 STREET
4202015,N,Y,N, , ,PARK AVENUE SOUTH,EAST 23 STREET
4202015,N,Y,N,118,AVENUE D,EAST 10 STREET,EAST 6 STREET
4202015,N,Y,N,118,AVENUE D,EAST 10 STREET,EAST 6 STREET
4212015,Y,Y,N, , ,UNION SQUARE EAST,EAST 14 STREET
4212015,N,Y,N,111,WEST 123 STREET,POWELL BOULEVARD,LENOX AVENUE
4212015,N,Y,N,2253,1 AVENUE,EAST 116 STREET,EAST 115 STREET
4222015,N,Y,Y,2400,2 AVENUE,EAST 124 STREET,EAST 120 STREET
4222015,N,N,N, , ,BROADWAY,WEST 77 STREET
4232015,Y,Y,Y, , ,PARK AVENUE SOUTH,EAST 23 STREET
4252015,N,Y,N, , ,LENOX AVENUE,WEST 116 STREET
4252015,N,Y,N, , ,LENOX AVENUE,WEST 116 STREET
4252015,N,Y,N, , ,LENOX AVENUE,WEST 116 STREET
4252015,N,Y,N, , ,3 AVENUE,EAST 118 STREET
4252015,N,Y,N, , ,3 AVENUE,EAST 118 STREET
4252015,N,Y,N, , ,3 AVENUE,EAST 118 STREET
4262015,N,N,N, , ,WHITEHALL STREET,SOUTH STREET
4262015,N,N,N, , ,SEAMAN AVENUE,WEST 215 STREET
4262015,N,Y,N,50,EAST 102 STREET,PARK AVENUE,MADISON AVENUE
4282015,N,N,N,600,WEST 178 STREET,WADSWORTH AVENUE,SAINT NICHOLAS AVENUE
4292015,N,N,N, , ,AMSTERDAM AVENUE,WEST 85 STREET
4302015,N,Y,N, , ,EAST BROADWAY,MARKET STREET
5022015,N,N,N,344,EAST 28 STREET,1 AVENUE,SOUTH BELLEVUE HOUSES
5022015,N,Y,Y, , ,COLUMBUS CIRCLE,WEST 58 STREET
5052015,N,Y,N, , ,AMSTERDAM AVENUE,FORT GEORGE HILL
5052015,Y,N,N,137,WEST 141 STREET,POWELL BOULEVARD,LENOX AVENUE
5052015,N,N,N,137,WEST 141 STREET,POWELL BOULEVARD,LENOX AVENUE
5062015,Y,Y,Y,112,WEST 72 STREET,BROADWAY,COLUMBUS AVENUE
5062015,Y,Y,N,89,AVENUE C,EAST 7 STREET,EAST 6 STREET
5062015,Y,Y,N,89,AVENUE C,EAST 7 STREET,EAST 6 STREET
5062015,N,Y,Y, , ,PARK AVENUE SOUTH,EAST 23 STREET
5072015,N,Y,Y, , ,8 AVENUE,WEST 131 STREET
5082015,N,Y,N, , ,BROADWAY,WEST 28 STREET
5082015,N,N,N,277,WEST 127 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
5082015,Y,N,N,277,WEST 127 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
5092015,N,Y,N, , ,PARK AVENUE,EAST 125 STREET
5112015,N,N,N, , ,2 AVENUE,EAST 110 STREET
5112015,Y,N,N,277,WEST 127 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD
5122015,N,N,N,15,SAINT JAMES PLACE,MADISON STREET,PEARL STREET
5122015,N,N,N, , ,1 AVENUE,EAST 103 STREET
5132015,N,Y,N,2390,2 AVENUE,EAST 124 STREET,EAST 120 STREET
5132015,N,Y,N,307,EAST 10 STREET,AVENUE B,AVENUE A
5132015,Y,Y,Y,165,EAST 118 STREET,3 AVENUE,LEXINGTON AVENUE
5132015,Y,Y,Y,127,EDGECOMBE AVENUE,WEST 141 STREET,WEST 140 STREET
5132015,N,Y,Y, , ,8 AVENUE,WEST 136 STREET
5132015,N,N,N, , ,ROOSEVELT DRIVE,EAST 101 STREET
5142015,N,Y,N, , ,WEST 4 STREET,AVENUE OF THE AMERICAS
5152015,N,Y,N,4,EAST 28 STREET,MADISON AVENUE,5 AVENUE
5152015,N,Y,N,4,EAST 28 STREET,MADISON AVENUE,5 AVENUE
5152015,N,Y,N,215,EAST 102 STREET,2 AVENUE,3 AVENUE
5152015,N,Y,N,215,EAST 102 STREET,2 AVENUE,3 AVENUE
5152015,N,Y,N,215,EAST 102 STREET,2 AVENUE,3 AVENUE
5152015,N,Y,N,215,EAST 102 STREET,2 AVENUE,3 AVENUE
5152015,N,Y,N,215,EAST 102 STREET,2 AVENUE,3 AVENUE
5152015,N,Y,N,215,EAST 102 STREET,2 AVENUE,3 AVENUE
5152015,N,Y,N,215,EAST 102 STREET,2 AVENUE,3 AVENUE
5152015,N,Y,N,215,EAST 102 STREET,2 AVENUE,3 AVENUE
5152015,N,Y,N,215,EAST 102 STREET,2 AVENUE,3 AVENUE
5162015,N,Y,N,168,ORCHARD STREET,STANTON STREET,RIVINGTON STREET
5162015,N,Y,N,168,ORCHARD STREET,STANTON STREET,RIVINGTON STREET
5162015,N,N,N,102,EAST 31 STREET,LEXINGTON AVENUE,PARK AVENUE SOUTH
5162015,N,Y,N, , ,PARK AVENUE SOUTH,EAST 28 STREET
5162015,N,Y,N, , ,PARK AVENUE SOUTH,EAST 28 STREET
5162015,N,Y,Y,400,EAST 105 STREET,ROOSEVELT DRIVE,1 AVENUE
5162015,N,Y,N,400,EAST 105 STREET,ROOSEVELT DRIVE,1 AVENUE
5162015,N,Y,N, , ,BROADWAY,WEST 99 STREET
5162015,N,Y,Y, , ,BROADWAY,EAST HOUSTON STREET
5172015,N,N,N, , ,MOTT STREET,CANAL STREET
5182015,Y,Y,Y,6,EAST 40 STREET,MADISON AVENUE,5 AVENUE
5182015,Y,Y,N,466,EAST 10 STREET,ROOSEVELT DRIVE,AVENUE D
5182015,N,N,N,57,BOND STREET,BOWERY,LAFAYETTE STREET
5192015,N,Y,N, , ,3 AVENUE,EAST 118 STREET
5192015,N,Y,N, , ,3 AVENUE,EAST 118 STREET
5192015,N,Y,N, , ,1 AVENUE,EAST 116 STREET
5202015,N,N,N, , ,BROADWAY,WEST 34 STREET
5202015,Y,N,N,201,WEST 93 STREET,BROADWAY,AMSTERDAM AVENUE
5202015,N,N,N,201,WEST 93 STREET,BROADWAY,AMSTERDAM AVENUE
5202015,N,N,N, , ,7 AVENUE,WEST 42 STREET
5212015,N,Y,N,50,WEST 34 STREET,AVENUE OF THE AMERICAS,5 AVENUE
5212015,N,Y,N,40,LAFAYETTE STREET,CATHERINE LANE,WORTH STREET
5212015,N,Y,N,40,LAFAYETTE STREET,CATHERINE LANE,WORTH STREET
5212015,N,Y,N,40,LAFAYETTE STREET,CATHERINE LANE,WORTH STREET
5212015,N,Y,N, , ,TRANSVERSE ROAD NUMBER ONE,WEST DRIVE
5212015,Y,Y,Y,79,BARUCH DRIVE,EAST HOUSTON STREET,DELANCEY STREET
5212015,Y,Y,Y,79,BARUCH DRIVE,EAST HOUSTON STREET,DELANCEY STREET
5222015,N,Y,N, , ,1 AVENUE,EAST 102 STREET
5222015,N,N,N, , ,LEXINGTON AVENUE,EAST 42 STREET
5222015,N,Y,Y, , ,UNION SQUARE EAST,EAST 14 STREET
5232015,Y,Y,Y, , ,NAGLE AVENUE,WEST 207 STREET
5242015,N,Y,N,2118,8 AVENUE,WEST 115 STREET,WEST 114 STREET
5242015,N,Y,N,2118,8 AVENUE,WEST 115 STREET,WEST 114 STREET
5262015,N,Y,Y, , ,DEAD END,SEAMAN AVENUE
5262015,N,N,N, , ,WEST 21 STREET,8 AVENUE
5272015,N,N,N, , ,AVENUE OF THE AMERICAS,WEST 51 STREET
5272015,N,Y,Y, ,WEST 58 STREET,7 AVENUE,AVENUE OF THE AMERICAS
5272015,Y,Y,Y, , ,BROADWAY,WEST 77 STREET
5272015,N,N,N, , ,1 AVENUE,EAST 16 STREET
5272015,N,N,Y, , ,WEST 137 STREET,EDGECOMBE AVENUE
5272015,Y,N,Y, , ,WEST 137 STREET,EDGECOMBE AVENUE
5272015,N,N,N, , ,WEST 137 STREET,EDGECOMBE AVENUE
5272015,Y,N,Y, , ,WEST 137 STREET,EDGECOMBE AVENUE
5282015,N,Y,N,167,EAST 51 STREET,3 AVENUE,LEXINGTON AVENUE
5282015,N,Y,N, , ,CENTRAL PARK SOUTH,EAST DRIVE
5282015,N,N,N, , ,PARK AVENUE,EAST 87 STREET
5282015,N,N,N, , ,WEST 115 STREET,SAINT NICHOLAS AVENUE
5292015,N,Y,N,640,EAST 5 STREET,AVENUE C,PS 71 BOUNDARY
5312015,N,Y,N, , ,7 AVENUE,WEST 123 STREET
5312015,N,Y,N, , ,BROADWAY,WEST 96 STREET
5312015,Y,Y,Y,251,EAST 3 STREET,AVENUE C,AVENUE B
6012015,N,N,N,384,MADISON STREET,JACKSON STREET,GOUVERNEUR STREET
6012015,N,N,N,384,MADISON STREET,JACKSON STREET,GOUVERNEUR STREET
6022015,N,N,N, , ,1 AVENUE,EAST 71 STREET
6022015,N,N,N, , ,1 AVENUE,EAST 71 STREET
6022015,N,Y,N, , ,LEXINGTON AVENUE,EAST 86 STREET
6022015,Y,Y,Y, , ,5 AVENUE,EAST 112 STREET
6032015,N,N,N, , ,LEXINGTON AVENUE,EAST 59 STREET
6032015,N,Y,N,502,WEST 139 STREET,HAMILTON PLACE,AMSTERDAM AVENUE
6032015,Y,Y,Y, , ,UNION SQUARE EAST,EAST 14 STREET
6042015,N,N,N,240,MULBERRY STREET,PRINCE STREET,SPRING STREET
6042015,N,N,N,203,WEST 14 STREET,8 AVENUE,7 AVENUE
6052015,N,N,N, , ,WALKER STREET,LAFAYETTE STREET
6052015,N,N,N, , ,WALKER STREET,LAFAYETTE STREET
6062015,N,N,N, , ,7 AVENUE,WEST 23 STREET
6062015,Y,N,N, , ,8 AVENUE,WEST 155 STREET
6062015,N,Y,N, , ,3 AVENUE,EAST 110 STREET
6082015,N,Y,N, , ,WEST 89 STREET,RIVERSIDE PARK
6092015,Y,Y,Y,903,EAST 6 STREET,ROOSEVELT DRIVE,AVENUE D
6092015,N,N,N, , ,AVENUE OF THE AMERICAS,WEST 23 STREET
6092015,Y,Y,N, , ,7 AVENUE,WEST 141 STREET
6092015,Y,Y,N, , ,7 AVENUE,WEST 141 STREET
6102015,N,Y,N, , ,MORNINGSIDE DRIVE,WEST 113 STREET
6102015,N,Y,N, ,EAST 110 STREET,3 AVENUE,LEXINGTON AVENUE
6112015,Y,Y,Y,163,EAST 116 STREET,3 AVENUE,LEXINGTON AVENUE
6122015,N,N,N,145,WEST 27 STREET,7 AVENUE,AVENUE OF THE AMERICAS
6122015,N,N,N, , ,ALLEN STREET,EAST HOUSTON STREET
6132015,Y,Y,N, , ,LENOX AVENUE,WEST 145 STREET
6132015,Y,Y,N, , ,AVENUE D,EAST 9 STREET
6132015,N,N,N,2,EAST 127 STREET,MADISON AVENUE,5 AVENUE
6132015,N,N,N, , ,3 AVENUE,EAST 120 STREET
6142015,N,Y,N,150,VERMILYEA AVENUE,ISHAM STREET,WEST 207 STREET
6142015,Y,N,N,710,BROADWAY,ASTOR PLACE,EAST 4 STREET
6152015,N,Y,N, , ,UNION SQUARE EAST,EAST 14 STREET
6152015,N,Y,Y, , ,3 AVENUE,EAST 115 STREET
6162015,N,N,N,355,WEST 16 STREET,9 AVENUE,8 AVENUE
6162015,Y,Y,Y, , ,LEXINGTON AVENUE,EAST 42 STREET
6162015,N,N,N,46,EAST 7 STREET,2 AVENUE,SHEVCHENKO PLACE
6172015,N,N,N,361,WEST 47 STREET,9 AVENUE,8 AVENUE
6172015,N,N,N, , ,LEXINGTON AVENUE,EAST 125 STREET
6172015,Y,Y,Y, , ,PARK AVENUE SOUTH,EAST 22 STREET
6172015,N,N,N,58,MULBERRY STREET,BAYARD STREET,PARK STREET
6192015,N,N,N,270,WEST 43 STREET,8 AVENUE,7 AVENUE
6192015,N,Y,Y,171,WEST 57 STREET,7 AVENUE,AVENUE OF THE AMERICAS
6202015,Y,Y,Y, , ,PLEASANT AVENUE,EAST 119 STREET
6212015,N,Y,N,400,WEST 17 STREET,FULTON HOUSES WEST,9 AVENUE
6222015,N,Y,N,60,EAST 104 STREET,PARK AVENUE,MADISON AVENUE
6242015,N,Y,N,155,EAST 77 STREET,3 AVENUE,LEXINGTON AVENUE
6252015,Y,Y,N,537,WEST 59 STREET,WEST END AVENUE,AMSTERDAM AVENUE
6252015,Y,Y,N,537,WEST 59 STREET,WEST END AVENUE,AMSTERDAM AVENUE
6282015,N,Y,N,311,WEST 43 STREET,9 AVENUE,8 AVENUE
6292015,N,Y,N,215,WEST 43 STREET,8 AVENUE,BROADWAY
6302015,Y,Y,Y, , ,LEXINGTON AVENUE,EAST 42 STREET
6302015,Y,Y,Y, , ,UNION SQUARE EAST,EAST 14 STREET
8022015,N,Y,N,28,MADISON STREET,CATHERINE STREET,SAINT JAMES PLACE
7012015,Y,Y,Y,115,EAST 122 STREET,LEXINGTON AVENUE,PARK AVENUE
7022015,N,Y,N, , ,LEXINGTON AVENUE,EAST 126 STREET
7032015,Y,Y,Y, , ,EAST 14 STREET,UNION SQUARE WEST
7032015,N,Y,Y, , ,LAFAYETTE STREET,BLEECKER STREET
7062015,N,N,N, , ,10 AVENUE,WEST 14 STREET
7062015,N,Y,N, ,EAST 112 STREET,1 AVENUE,2 AVENUE
7062015,N,Y,N, ,EAST 112 STREET,1 AVENUE,2 AVENUE
7062015,N,Y,N,***,3 AVENUE,EAST 109 STREET,EAST 106 STREET
7062015,N,Y,Y, ,WEST 58 STREET,7 AVENUE,AVENUE OF THE AMERICAS
7072015,N,N,N,201,EAST 87 STREET,2 AVENUE,3 AVENUE
7092015,N,N,N, , ,2 AVENUE,EAST 93 STREET
7102015,N,Y,Y, , ,2 AVENUE,EAST 112 STREET
7102015,N,N,N,***,SAINT NICHOLAS AVENUE,WEST 171 STREET,WEST 170 STREET
7102015,N,N,N, , ,ALLEN STREET,CANAL STREET
7102015,Y,Y,N, , ,ALLEN STREET,CANAL STREET
7112015,N,Y,Y,***,7 AVENUE,WEST 146 STREET,WEST 145 STREET
7112015,N,Y,Y,***,7 AVENUE,WEST 146 STREET,WEST 145 STREET
7112015,N,N,N, , ,CENTRAL PARK WEST,WEST 86 STREET
7112015,N,Y,N,130,WEST 125 STREET,POWELL BOULEVARD,LENOX AVENUE
7152015,N,Y,N, , ,PARK AVENUE,EAST 100 STREET
7152015,N,N,N, , ,3 AVENUE,EAST 95 STREET
7162015,N,Y,Y, , ,WEST 125 STREET,SAINT NICHOLAS AVENUE
7162015,N,N,N,***,BROADWAY,WEST 76 STREET,WEST 75 STREET
7162015,N,N,N,***,2 AVENUE,EAST 93 STREET,EAST 92 STREET
7182015,N,Y,Y, , ,FDR DRIVE,CHERRY STREET
7192015,Y,Y,Y, , ,EAST 98 STREET,PARK AVENUE
7192015,Y,Y,N, , ,3 AVENUE,EAST 104 STREET
7212015,N,Y,N,648,AMSTERDAM AVENUE,WEST 92 STREET,WEST 91 STREET
7212015,N,N,N,395,3 AVENUE,EAST 29 STREET,EAST 28 STREET
7222015,N,Y,Y, , ,CORTLANDT ALLEY,FRANKLIN STREET
7242015,N,N,N, , ,ISHAM STREET,BROADWAY
7242015,N,Y,Y,524,EAST 119 STREET,ROOSEVELT DRIVE,PLEASANT AVENUE
7242015,N,Y,Y,524,EAST 119 STREET,ROOSEVELT DRIVE,PLEASANT AVENUE
7242015,N,Y,Y,524,EAST 119 STREET,ROOSEVELT DRIVE,PLEASANT AVENUE
7252015,N,N,N, , ,EAST 14 STREET,UNION SQUARE WEST
7252015,N,N,N, , ,EAST 14 STREET,UNION SQUARE WEST
7252015,Y,Y,N,157,EAST 86 STREET,3 AVENUE,LEXINGTON AVENUE
7252015,N,Y,Y, , ,WEST 17 STREET,9 AVENUE
7252015,N,N,N,190,WEST 152 STREET,POWELL BOULEVARD,HARLEM RIVER DRIVE
7262015,N,Y,Y, , ,MADISON AVENUE,EAST 132 STREET
7262015,N,N,N,993,2 AVENUE,EAST 53 STREET,EAST 52 STREET
7262015,N,Y,N,993,2 AVENUE,EAST 53 STREET,EAST 52 STREET
7262015,N,Y,N,***,BROADWAY,WEST 184 STREET,WEST 181 STREET
7272015,N,N,N,***,7 AVENUE,WEST 142 STREET,WEST 141 STREET
7282015,N,N,N,238,CANAL STREET,CENTRE STREET,BAXTER STREET
7282015,N,Y,N, , ,7 AVENUE,WEST 143 STREET
7292015,N,N,N, , ,7 AVENUE,WEST 42 STREET
7312015,N,N,N,***,BROADWAY,WEST 161 STREET,WEST 160 STREET
8012015,N,Y,N, , ,WEST 37 STREET,11 AVENUE
8012015,N,Y,N, , ,WEST 37 STREET,11 AVENUE
8012015,N,Y,N, , ,WEST 37 STREET,11 AVENUE
8012015,N,N,N, , ,WADSWORTH AVENUE,WEST 183 STREET
8012015,Y,Y,Y,115,EAST 122 STREET,LEXINGTON AVENUE,PARK AVENUE
8022015,N,Y,N,808,COLUMBUS AVENUE,WEST 100 STREET,WEST 97 STREET
8022015,N,N,N, , ,2 AVENUE,EAST 84 STREET
8022015,N,N,N, , ,2 AVENUE,EAST 84 STREET
8032015,N,Y,N, , ,2 AVENUE,EAST 123 STREET
8042015,Y,Y,N,150,EAST 86 STREET,3 AVENUE,LEXINGTON AVENUE
8042015,N,N,N,11,STANTON STREET,CHRYSTIE STREET,BOWERY
8042015,N,N,N,11,STANTON STREET,CHRYSTIE STREET,BOWERY
8042015,N,N,N,11,STANTON STREET,CHRYSTIE STREET,BOWERY
8042015,N,N,N,11,STANTON STREET,CHRYSTIE STREET,BOWERY
8042015,N,N,N,11,STANTON STREET,CHRYSTIE STREET,BOWERY
8042015,N,N,N,11,STANTON STREET,CHRYSTIE STREET,BOWERY
8062015,Y,Y,Y,344,EAST 28 STREET,1 AVENUE,SOUTH BELLEVUE HOUSES
8062015,N,N,N, , ,7 AVENUE,WEST 51 STREET
8072015,N,N,N,100,CHERRY STREET, , 
8072015,N,N,N, , ,WHITEHALL STREET,SOUTH STREET
8082015,N,Y,Y, , ,LEXINGTON AVENUE,EAST 77 STREET
8082015,N,Y,N, , ,BRADHURST AVENUE,WEST 155 STREET
8082015,N,N,N, , ,8 AVENUE,WEST 48 STREET
8112015,N,Y,N, , ,MACOMBS PLACE,WEST 152 STREET
8112015,N,N,N,***,LEXINGTON AVENUE,EAST 97 STREET,EAST 96 STREET
8122015,Y,Y,Y, , ,8 AVENUE,WEST 153 STREET
8132015,N,Y,N,31,HOWARD STREET,BROADWAY,LAFAYETTE STREET
8132015,N,N,N,31,HOWARD STREET,BROADWAY,LAFAYETTE STREET
8142015,N,N,N, , ,LEXINGTON AVENUE,EAST 110 STREET
8162015,N,Y,N,201,EAST 33 STREET,2 AVENUE,3 AVENUE
8162015,N,Y,N, , ,WEST 26 STREET,9 AVENUE
8172015,N,N,N,414,WEST 51 STREET,10 AVENUE,9 AVENUE
8182015,N,Y,N,910,RIVERSIDE DRIVE,WEST 162 STREET,WEST 161 STREET
8182015,Y,Y,Y, , ,BROADWAY,EAST HOUSTON STREET
8182015,N,N,N, , ,CATHERINE SLIP,WATER STREET
8182015,N,N,N, , ,CATHERINE SLIP,WATER STREET
8182015,N,N,N,78,CATHERINE STREET,CATHERINE SLIP,MADISON STREET
8192015,Y,Y,Y,***,3 AVENUE,EAST 80 STREET,EAST 79 STREET
8202015,N,N,N, , ,MADISON AVENUE,EAST 131 STREET
8202015,N,Y,N,930,5 AVENUE,EAST 75 STREET,EAST 74 STREET
8202015,N,N,N,407,GRAND STREET,CLINTON STREET,ESSEX STREET
8202015,N,N,N, , ,7 AVENUE,WEST 42 STREET
8202015,N,N,N, , ,7 AVENUE,WEST 42 STREET
8202015,N,N,N, , ,7 AVENUE,WEST 42 STREET
8202015,N,Y,N,113,WEST 15 STREET,7 AVENUE,AVENUE OF THE AMERICAS
8212015,N,N,N, , ,WEST 16 STREET,9 AVENUE
8212015,N,N,N, , ,WEST 16 STREET,9 AVENUE
8222015,Y,N,N, , ,COLUMBUS AVENUE,WEST 81 STREET
8222015,Y,N,N, , ,COLUMBUS AVENUE,WEST 81 STREET
8232015,N,Y,N,***,LEXINGTON AVENUE,EAST 104 STREET,EAST 103 STREET
8232015,N,Y,N,***,LEXINGTON AVENUE,EAST 104 STREET,EAST 103 STREET
8242015,N,N,N,626,EAST 20 STREET,AVENUE C,STUYVESANT OVAL
8272015,N,N,N,***,BROADWAY,WEST 72 STREET,WEST 71 STREET
8292015,N,Y,N,220,WEST 42 STREET,8 AVENUE,7 AVENUE
8292015,N,N,N, , ,LENOX AVENUE,WEST 140 STREET
8302015,N,Y,Y,251,WEST 30 STREET,8 AVENUE,7 AVENUE
8302015,N,Y,N,65,JEFFERSON STREET,CHERRY STREET,DEAD END
8302015,N,Y,Y, , ,LEXINGTON AVENUE,EAST 123 STREET
9012015,N,Y,N,***,BROADWAY,WEST 99 STREET,WEST 98 STREET
9022015,N,N,N, , ,BROADWAY,WEST 73 STREET
9022015,N,Y,N, , ,UNION SQUARE EAST,EAST 14 STREET
9032015,N,Y,N, , ,DELANCEY STREET,CHRYSTIE STREET
9032015,N,N,N, , ,7 AVENUE,WEST 42 STREET
9052015,N,Y,N, , ,2 AVENUE,EAST 52 STREET
9072015,Y,Y,Y,157,WEST 24 STREET,7 AVENUE,AVENUE OF THE AMERICAS
9082015,N,N,N,257,WEST 39 STREET,8 AVENUE,7 AVENUE
9082015,N,Y,Y,175,CHRISTOPHER STREET,WEEHAWKEN STREET,WASHINGTON STREET
9092015,N,Y,N, , ,5 AVENUE,EAST 23 STREET
9092015,N,Y,Y,50,WEST 112 STREET,LENOX AVENUE,5 AVENUE
9102015,N,N,N, , ,LEXINGTON AVENUE,EAST 59 STREET
9122015,N,N,N, , ,BROADWAY,WEST 79 STREET
9122015,N,Y,N, , ,LEXINGTON AVENUE,EAST 116 STREET
9152015,N,Y,N, , ,WEST 24 STREET,10 AVENUE
9152015,N,Y,N, , ,WEST 22 STREET,10 AVENUE
9162015,Y,Y,Y, , ,7 AVENUE,WEST 116 STREET
9162015,N,Y,Y, , ,BROADWAY,WEST 49 STREET
9172015,Y,Y,Y, , ,LENOX AVENUE,WEST 111 STREET
9182015,N,Y,N,10,PALADINO AVENUE,EAST 120 STREET,1 AVENUE
9192015,N,N,N,58,KENMARE STREET,MULBERRY STREET,MOTT STREET
9192015,N,N,N,58,KENMARE STREET,MULBERRY STREET,MOTT STREET
9192015,N,Y,Y, , ,LAFAYETTE STREET,EAST HOUSTON STREET
9192015,N,Y,Y, , ,EAST HOUSTON STREET,LAFAYETTE STREET
9212015,N,Y,N,***,1 AVENUE,EAST 117 STREET,EAST 116 STREET
9222015,Y,Y,Y, , ,UNION SQUARE EAST,EAST 14 STREET
9222015,Y,Y,Y, , ,UNION SQUARE EAST,EAST 14 STREET
9232015,N,N,N,***,2 AVENUE,EAST 124 STREET,EAST 123 STREET
9232015,N,N,N,***,2 AVENUE,EAST 124 STREET,EAST 123 STREET
9232015,N,Y,Y,359,WEST 117 STREET,MORNINGSIDE AVENUE,MANHATTAN AVENUE
9232015,N,N,N,359,WEST 117 STREET,MORNINGSIDE AVENUE,MANHATTAN AVENUE
9232015,N,N,N,359,WEST 117 STREET,MORNINGSIDE AVENUE,MANHATTAN AVENUE
9242015,N,Y,N, , ,2 AVENUE,EAST 120 STREET
9262015,N,Y,N, , ,RIVERSIDE PARK,WEST 83 STREET
9262015,N,Y,N, , ,RIVERSIDE PARK,WEST 83 STREET
9262015,N,Y,N, , ,RIVERSIDE PARK,WEST 81 STREET
9262015,N,Y,N, , ,RIVERSIDE PARK,WEST 81 STREET
9262015,Y,N,Y,***,3 AVENUE,EAST 66 STREET,EAST 65 STREET
9262015,N,Y,Y,***,3 AVENUE,EAST 66 STREET,EAST 65 STREET
9262015,N,N,N, , ,VARICK STREET,SPRING STREET
9282015,N,N,N, , ,BROADWAY,WEST 109 STREET
11112015,N,N,N,317,9 AVENUE,WEST 29 STREET,WEST 28 STREET
10012015,N,Y,N,460,WEST 41 STREET,10 AVENUE,DYER AVENUE
10022015,N,N,N, , ,3 AVENUE,EAST 25 STREET
10042015,N,N,N, , ,7 AVENUE,WEST 57 STREET
10052015,N,N,N, , ,TRANSVERSE ROAD NUMBER TWO,WEST DRIVE
10052015,N,N,N, , ,TRANSVERSE ROAD NUMBER TWO,WEST DRIVE
10052015,N,N,N, , ,TRANSVERSE ROAD NUMBER TWO,WEST DRIVE
10052015,N,N,N, , ,TRANSVERSE ROAD NUMBER TWO,WEST DRIVE
10052015,N,N,N, , ,TRANSVERSE ROAD NUMBER TWO,WEST DRIVE
10062015,Y,Y,N, , ,AMSTERDAM AVENUE,WEST 145 STREET
10062015,N,Y,Y,11,WEST 30 STREET,BROADWAY,5 AVENUE
10062015,N,Y,Y,677,5 AVENUE,EAST 54 STREET,EAST 53 STREET
10072015,N,N,N,754,5 AVENUE,WEST 58 STREET,WEST 57 STREET
10072015,Y,N,N,754,5 AVENUE,WEST 58 STREET,WEST 57 STREET
10072015,N,N,N,1998,BROADWAY,WEST 68 STREET,WEST 67 STREET
10072015,N,Y,N, , ,5 AVENUE,WEST 129 STREET
10072015,N,Y,N, , ,5 AVENUE,WEST 129 STREET
10072015,N,Y,N, , ,5 AVENUE,WEST 129 STREET
10072015,N,Y,N, , ,5 AVENUE,WEST 129 STREET
10082015,Y,Y,N, , ,3 AVENUE,EAST 79 STREET
10082015,Y,Y,Y,1990,LEXINGTON AVENUE,EAST 122 STREET,EAST 121 STREET
10092015,N,N,N, , ,AMSTERDAM AVENUE,WEST 67 STREET
10092015,N,N,N, , ,AMSTERDAM AVENUE,WEST 67 STREET
10092015,N,N,N,1998,BROADWAY,WEST 68 STREET,WEST 67 STREET
10102015,N,N,N, , ,MARKET STREET,EAST BROADWAY
10102015,N,Y,N,104,CENTRAL PARK SOUTH,7 AVENUE,AVENUE OF THE AMERICAS
10102015,N,Y,N,424,LENOX AVENUE,WEST 132 STREET,WEST 131 STREET
